,open,high,low,close,adjclose,volume,ticker
1996-02-06,29.149999618530273,29.799999237060547,28.25,28.600000381469727,21.549394607543945,50600.0,MRPL.NS
1996-02-07,28.549999237060547,29.0,27.5,27.700000762939453,20.87127113342285,32600.0,MRPL.NS
1996-02-08,27.700000762939453,28.350000381469727,27.600000381469727,27.850000381469727,20.98429298400879,64000.0,MRPL.NS
1996-02-09,27.850000381469727,29.0,28.0,28.649999618530273,21.587068557739258,82100.0,MRPL.NS
1996-02-12,28.649999618530273,31.700000762939453,28.5,30.75,23.169370651245117,85300.0,MRPL.NS
1996-02-13,30.75,31.0,30.0,30.600000381469727,23.056344985961914,58000.0,MRPL.NS
1996-02-14,30.600000381469727,33.650001525878906,32.099998474121094,32.5,24.487951278686523,100900.0,MRPL.NS
1996-02-15,32.5,33.25,31.5,32.349998474121094,24.37492561340332,117300.0,MRPL.NS
1996-02-16,32.349998474121094,32.29999923706055,31.350000381469727,31.600000381469727,23.80982208251953,63700.0,MRPL.NS
1996-02-19,31.600000381469727,31.75,31.0,31.200000762939453,23.508432388305664,66000.0,MRPL.NS
1996-02-20,31.200000762939453,31.0,30.0,30.200000762939453,22.754955291748047,61900.0,MRPL.NS
1996-02-21,30.200000762939453,30.200000762939453,30.200000762939453,30.200000762939453,22.754955291748047,0.0,MRPL.NS
1996-02-22,30.200000762939453,31.0,29.899999618530273,30.700000762939453,23.131694793701172,56500.0,MRPL.NS
1996-02-23,30.700000762939453,31.5,29.850000381469727,30.0,22.604263305664062,62800.0,MRPL.NS
1996-02-26,30.0,30.5,29.5,30.0,22.604263305664062,36900.0,MRPL.NS
1996-02-27,30.0,30.200000762939453,29.5,29.649999618530273,22.340547561645508,46700.0,MRPL.NS
1996-02-28,29.649999618530273,30.700000762939453,29.75,29.850000381469727,22.491241455078125,41800.0,MRPL.NS
1996-02-29,29.799999237060547,29.799999237060547,27.75,27.899999618530273,21.02196502685547,81900.0,MRPL.NS
1996-03-01,27.899999618530273,28.75,28.0,28.25,21.285676956176758,60400.0,MRPL.NS
1996-03-04,28.25,28.75,28.049999237060547,28.350000381469727,21.361026763916016,47600.0,MRPL.NS
1996-03-05,28.350000381469727,28.350000381469727,28.350000381469727,28.350000381469727,21.361026763916016,0.0,MRPL.NS
1996-03-06,28.350000381469727,28.450000762939453,27.700000762939453,27.799999237060547,20.946613311767578,46400.0,MRPL.NS
1996-03-07,27.799999237060547,28.399999618530273,27.600000381469727,27.700000762939453,20.87127113342285,49700.0,MRPL.NS
1996-03-08,27.700000762939453,28.0,27.0,27.600000381469727,20.795921325683594,80500.0,MRPL.NS
1996-03-11,27.600000381469727,27.75,27.149999618530273,27.5,20.7205753326416,32400.0,MRPL.NS
1996-03-12,27.5,27.700000762939453,27.049999237060547,27.200000762939453,20.49453353881836,56400.0,MRPL.NS
1996-03-13,27.200000762939453,27.75,27.25,27.649999618530273,20.833593368530273,45500.0,MRPL.NS
1996-03-14,27.649999618530273,28.0,27.350000381469727,27.5,20.7205753326416,35600.0,MRPL.NS
1996-03-15,27.5,27.899999618530273,27.350000381469727,27.450000762939453,20.682899475097656,36600.0,MRPL.NS
1996-03-18,27.450000762939453,27.600000381469727,27.100000381469727,27.200000762939453,20.49453353881836,45000.0,MRPL.NS
1996-03-19,27.200000762939453,27.25,26.75,27.049999237060547,20.381507873535156,49700.0,MRPL.NS
1996-03-20,27.049999237060547,27.049999237060547,27.049999237060547,27.049999237060547,20.381507873535156,0.0,MRPL.NS
1996-03-21,27.25,27.649999618530273,27.100000381469727,27.25,20.532203674316406,42200.0,MRPL.NS
1996-03-22,27.25,27.5,27.0,27.25,20.532203674316406,20800.0,MRPL.NS
1996-03-25,27.100000381469727,27.5,27.0,27.149999618530273,20.45685577392578,40600.0,MRPL.NS
1996-03-26,27.149999618530273,27.5,27.0,27.25,20.532203674316406,67200.0,MRPL.NS
1996-03-27,27.25,27.600000381469727,27.200000762939453,27.350000381469727,20.607555389404297,18500.0,MRPL.NS
1996-03-28,27.350000381469727,27.75,27.25,27.549999237060547,20.75824737548828,20500.0,MRPL.NS
1996-03-29,27.549999237060547,27.950000762939453,27.350000381469727,27.5,20.7205753326416,31900.0,MRPL.NS
1996-04-01,27.5,30.399999618530273,27.950000762939453,30.399999618530273,22.905651092529297,73000.0,MRPL.NS
1996-04-02,30.399999618530273,32.75,31.0,31.899999618530273,24.03586196899414,95800.0,MRPL.NS
1996-04-03,31.899999618530273,34.900001525878906,32.5,32.599998474121094,24.563295364379883,134500.0,MRPL.NS
1996-04-04,32.599998474121094,32.0,31.0,31.950000762939453,24.07353973388672,71600.0,MRPL.NS
1996-04-05,31.950000762939453,31.950000762939453,31.950000762939453,31.950000762939453,24.07353973388672,0.0,MRPL.NS
1996-04-08,31.950000762939453,32.900001525878906,32.0,32.25,24.29958152770996,85500.0,MRPL.NS
1996-04-09,32.25,32.599998474121094,31.549999237060547,31.899999618530273,24.03586196899414,97400.0,MRPL.NS
1996-04-10,31.899999618530273,32.849998474121094,32.0,32.150001525878906,24.224233627319336,49100.0,MRPL.NS
1996-04-11,32.150001525878906,32.0,31.100000381469727,31.75,23.922842025756836,41200.0,MRPL.NS
1996-04-12,31.75,32.25,31.549999237060547,32.0,24.1112117767334,38100.0,MRPL.NS
1996-04-15,32.0,32.75,32.0,32.099998474121094,24.186559677124023,29000.0,MRPL.NS
1996-04-16,32.099998474121094,32.5,31.75,31.850000381469727,23.998193740844727,52200.0,MRPL.NS
1996-04-17,32.25,32.599998474121094,32.04999923706055,32.349998474121094,24.37492561340332,64200.0,MRPL.NS
1996-04-18,32.349998474121094,35.0,32.599998474121094,33.29999923706055,25.090730667114258,123800.0,MRPL.NS
1996-04-19,33.29999923706055,34.70000076293945,33.54999923706055,33.79999923706055,25.46746826171875,116700.0,MRPL.NS
1996-04-22,34.0,34.5,32.5,33.04999923706055,24.902360916137695,90800.0,MRPL.NS
1996-04-23,33.04999923706055,33.0,32.25,32.5,24.487951278686523,63500.0,MRPL.NS
1996-04-24,32.5,34.0,33.0,33.29999923706055,25.090730667114258,63700.0,MRPL.NS
1996-04-25,35.0,35.0,32.25,32.5,24.487951278686523,76900.0,MRPL.NS
1996-04-26,32.5,33.0,32.0,32.650001525878906,24.60097312927246,45800.0,MRPL.NS
1996-04-29,32.650001525878906,33.0,32.20000076293945,32.45000076293945,24.45027732849121,35400.0,MRPL.NS
1996-04-30,32.45000076293945,32.75,32.0,32.099998474121094,24.186559677124023,63600.0,MRPL.NS
1996-05-01,32.099998474121094,33.25,32.25,32.650001525878906,24.60097312927246,40000.0,MRPL.NS
1996-05-02,32.650001525878906,32.75,32.25,32.45000076293945,24.45027732849121,34400.0,MRPL.NS
1996-05-03,32.5,32.599998474121094,32.25,32.45000076293945,24.45027732849121,31400.0,MRPL.NS
1996-05-06,32.45000076293945,32.5,31.899999618530273,32.25,24.29958152770996,45100.0,MRPL.NS
1996-05-07,32.25,32.45000076293945,32.0,32.25,24.29958152770996,40600.0,MRPL.NS
1996-05-08,32.25,32.599998474121094,32.0,32.20000076293945,24.261905670166016,47300.0,MRPL.NS
1996-05-09,32.20000076293945,32.45000076293945,31.75,31.850000381469727,23.998193740844727,28900.0,MRPL.NS
1996-05-10,31.850000381469727,31.75,30.100000381469727,31.450000762939453,23.69679832458496,29200.0,MRPL.NS
1996-05-13,31.850000381469727,31.850000381469727,30.799999237060547,31.649999618530273,23.84749984741211,26100.0,MRPL.NS
1996-05-14,31.649999618530273,32.25,31.100000381469727,31.299999237060547,23.58378028869629,46200.0,MRPL.NS
1996-05-15,31.299999237060547,32.0,31.100000381469727,31.25,23.546104431152344,49000.0,MRPL.NS
1996-05-16,31.25,32.5,31.5,31.649999618530273,23.84749984741211,78900.0,MRPL.NS
1996-05-17,31.649999618530273,31.700000762939453,30.799999237060547,31.149999618530273,23.470760345458984,60700.0,MRPL.NS
1996-05-20,30.600000381469727,30.600000381469727,29.0,29.799999237060547,22.45356559753418,27200.0,MRPL.NS
1996-05-21,29.799999237060547,29.649999618530273,28.25,28.75,21.662418365478516,77200.0,MRPL.NS
1996-05-22,28.75,29.450000762939453,28.850000381469727,29.049999237060547,21.888458251953125,44800.0,MRPL.NS
1996-05-23,29.049999237060547,29.200000762939453,28.5,28.850000381469727,21.737764358520508,23500.0,MRPL.NS
1996-05-24,28.850000381469727,29.200000762939453,28.600000381469727,28.950000762939453,21.813114166259766,34600.0,MRPL.NS
1996-05-27,28.950000762939453,28.899999618530273,28.399999618530273,28.649999618530273,21.587068557739258,26400.0,MRPL.NS
1996-05-28,28.649999618530273,28.75,28.100000381469727,28.649999618530273,21.587068557739258,32100.0,MRPL.NS
1996-05-29,28.649999618530273,29.5,28.799999237060547,29.25,22.039155960083008,40500.0,MRPL.NS
1996-05-30,29.25,29.450000762939453,29.0,29.25,22.039155960083008,18300.0,MRPL.NS
1996-05-31,29.25,29.5,29.0,29.149999618530273,21.963808059692383,21800.0,MRPL.NS
1996-06-03,29.149999618530273,30.25,29.0,29.75,22.415889739990234,50100.0,MRPL.NS
1996-06-04,29.75,30.200000762939453,29.25,29.399999618530273,22.152177810668945,62200.0,MRPL.NS
1996-06-05,29.0,29.799999237060547,29.0,29.399999618530273,22.152177810668945,30100.0,MRPL.NS
1996-06-06,30.0,30.350000381469727,29.049999237060547,29.75,22.415889739990234,250600.0,MRPL.NS
1996-06-07,29.950000762939453,30.0,29.200000762939453,29.799999237060547,22.45356559753418,244500.0,MRPL.NS
1996-06-10,30.0,32.0,29.549999237060547,29.850000381469727,22.491241455078125,34700.0,MRPL.NS
1996-06-11,29.75,29.950000762939453,29.549999237060547,29.850000381469727,22.491241455078125,44700.0,MRPL.NS
1996-06-12,29.950000762939453,30.5,29.950000762939453,30.149999618530273,22.717281341552734,34700.0,MRPL.NS
1996-06-13,30.049999237060547,30.75,30.0,30.100000381469727,22.679609298706055,64300.0,MRPL.NS
1996-06-14,30.899999618530273,31.5,30.25,30.850000381469727,23.24471664428711,77900.0,MRPL.NS
1996-06-17,31.0,31.700000762939453,30.5,30.600000381469727,23.056344985961914,69900.0,MRPL.NS
1996-06-18,30.5,31.0,29.75,30.0,22.604263305664062,66800.0,MRPL.NS
1996-06-19,29.5,30.799999237060547,29.5,30.100000381469727,22.679609298706055,37900.0,MRPL.NS
1996-06-20,29.5,30.149999618530273,29.25,29.75,22.415889739990234,32400.0,MRPL.NS
1996-06-21,29.950000762939453,30.299999237060547,29.549999237060547,29.700000762939453,22.378219604492188,32600.0,MRPL.NS
1996-06-24,29.25,29.399999618530273,29.0,29.200000762939453,22.001483917236328,26300.0,MRPL.NS
1996-06-25,29.0,29.299999237060547,28.100000381469727,28.600000381469727,21.549394607543945,58100.0,MRPL.NS
1996-06-26,29.0,29.200000762939453,28.0,28.399999618530273,21.398700714111328,31700.0,MRPL.NS
1996-06-27,28.149999618530273,28.75,28.0,28.25,21.285676956176758,34100.0,MRPL.NS
1996-06-28,28.850000381469727,28.850000381469727,28.100000381469727,28.299999237060547,21.323352813720703,35100.0,MRPL.NS
1996-07-01,28.049999237060547,28.5,27.75,27.950000762939453,21.05963897705078,39600.0,MRPL.NS
1996-07-02,27.850000381469727,27.899999618530273,27.399999618530273,27.649999618530273,20.833593368530273,63900.0,MRPL.NS
1996-07-03,29.049999237060547,30.0,28.100000381469727,28.450000762939453,21.43637466430664,148100.0,MRPL.NS
1996-07-04,28.5,29.0,28.0,28.649999618530273,21.587068557739258,72800.0,MRPL.NS
1996-07-05,28.799999237060547,28.950000762939453,28.549999237060547,28.899999618530273,21.775436401367188,44700.0,MRPL.NS
1996-07-08,28.549999237060547,29.0,28.399999618530273,28.600000381469727,21.549394607543945,61900.0,MRPL.NS
1996-07-09,28.5,28.700000762939453,28.100000381469727,28.149999618530273,21.210329055786133,67800.0,MRPL.NS
1996-07-10,27.600000381469727,28.450000762939453,27.5,28.399999618530273,21.398700714111328,32700.0,MRPL.NS
1996-07-11,28.649999618530273,28.649999618530273,27.850000381469727,28.100000381469727,21.172658920288086,53000.0,MRPL.NS
1996-07-12,27.649999618530273,28.100000381469727,27.600000381469727,27.850000381469727,20.98429298400879,40800.0,MRPL.NS
1996-07-15,27.75,28.100000381469727,27.5,27.549999237060547,20.75824737548828,41200.0,MRPL.NS
1996-07-16,27.149999618530273,27.950000762939453,27.149999618530273,27.450000762939453,20.682899475097656,40000.0,MRPL.NS
1996-07-17,27.25,27.649999618530273,27.200000762939453,27.450000762939453,20.682899475097656,36200.0,MRPL.NS
1996-07-18,27.5,27.75,27.350000381469727,27.450000762939453,20.682899475097656,37100.0,MRPL.NS
1996-07-19,27.5,27.700000762939453,27.25,27.649999618530273,20.833593368530273,33300.0,MRPL.NS
1996-07-22,27.100000381469727,27.899999618530273,27.100000381469727,27.700000762939453,20.87127113342285,3300.0,MRPL.NS
1996-07-23,27.850000381469727,28.0,27.25,27.399999618530273,20.645227432250977,55500.0,MRPL.NS
1996-07-24,27.0,27.149999618530273,26.5,27.0,20.343833923339844,43200.0,MRPL.NS
1996-07-25,26.799999237060547,26.799999237060547,26.299999237060547,26.399999618530273,19.891748428344727,44900.0,MRPL.NS
1996-07-26,26.899999618530273,26.899999618530273,26.0,26.200000762939453,19.741052627563477,31400.0,MRPL.NS
1996-07-29,26.5,26.5,25.5,25.549999237060547,19.25129508972168,53300.0,MRPL.NS
1996-07-30,25.700000762939453,25.700000762939453,25.0,25.350000381469727,19.100603103637695,62000.0,MRPL.NS
1996-07-31,24.25,25.700000762939453,24.25,25.5,19.213624954223633,37200.0,MRPL.NS
1996-08-01,25.700000762939453,26.25,25.399999618530273,25.549999237060547,19.25129508972168,28700.0,MRPL.NS
1996-08-02,25.100000381469727,26.200000762939453,25.0,25.5,19.213624954223633,37300.0,MRPL.NS
1996-08-05,25.5,25.700000762939453,25.0,25.100000381469727,18.912229537963867,40800.0,MRPL.NS
1996-08-06,24.700000762939453,25.25,24.5,24.899999618530273,18.76153564453125,89400.0,MRPL.NS
1996-08-07,24.149999618530273,25.299999237060547,24.149999618530273,24.799999237060547,18.686187744140625,32800.0,MRPL.NS
1996-08-08,25.25,25.5,24.549999237060547,24.850000381469727,18.72386360168457,28500.0,MRPL.NS
1996-08-09,24.549999237060547,24.799999237060547,24.5,24.549999237060547,18.497817993164062,37100.0,MRPL.NS
1996-08-12,24.600000381469727,24.75,24.049999237060547,24.149999618530273,18.196430206298828,34900.0,MRPL.NS
1996-08-13,24.25,24.450000762939453,23.899999618530273,24.049999237060547,18.12108612060547,33200.0,MRPL.NS
1996-08-14,24.25,24.5,24.0,24.149999618530273,18.196430206298828,15500.0,MRPL.NS
1996-08-15,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,18.196430206298828,0.0,MRPL.NS
1996-08-16,23.100000381469727,24.0,23.049999237060547,23.700000762939453,17.85736846923828,26800.0,MRPL.NS
1996-08-19,23.700000762939453,23.950000762939453,22.799999237060547,22.799999237060547,17.17923927307129,39100.0,MRPL.NS
1996-08-20,23.0,23.0,22.25,22.299999237060547,16.802499771118164,43400.0,MRPL.NS
1996-08-21,23.700000762939453,23.700000762939453,22.149999618530273,22.350000381469727,16.84017562866211,42900.0,MRPL.NS
1996-08-22,22.549999237060547,22.799999237060547,22.350000381469727,22.649999618530273,17.066213607788086,39000.0,MRPL.NS
1996-08-23,23.0,23.0,22.399999618530273,22.700000762939453,17.103891372680664,29600.0,MRPL.NS
1996-08-26,23.0,23.049999237060547,22.5,22.75,17.141565322875977,40400.0,MRPL.NS
1996-08-27,22.5,23.0,21.5,22.299999237060547,16.802499771118164,69800.0,MRPL.NS
1996-08-28,22.5,22.75,21.850000381469727,22.549999237060547,16.990867614746094,42800.0,MRPL.NS
1996-08-29,22.75,22.75,22.399999618530273,22.700000762939453,17.103891372680664,48800.0,MRPL.NS
1996-08-30,22.0,23.25,22.0,23.049999237060547,17.367605209350586,30900.0,MRPL.NS
1996-09-02,22.950000762939453,23.600000381469727,22.950000762939453,23.5,17.70667266845703,69600.0,MRPL.NS
1996-09-03,23.600000381469727,24.25,23.0,23.450000762939453,17.66900062561035,72200.0,MRPL.NS
1996-09-04,22.899999618530273,23.75,22.899999618530273,23.299999237060547,17.55597686767578,29800.0,MRPL.NS
1996-09-05,23.5,23.899999618530273,22.75,23.0,17.32993507385254,40000.0,MRPL.NS
1996-09-06,23.0,23.299999237060547,22.600000381469727,23.149999618530273,17.442955017089844,14200.0,MRPL.NS
1996-09-09,23.350000381469727,23.350000381469727,22.299999237060547,22.549999237060547,16.990867614746094,43200.0,MRPL.NS
1996-09-10,22.600000381469727,22.799999237060547,22.299999237060547,22.399999618530273,16.877845764160156,39600.0,MRPL.NS
1996-09-11,23.100000381469727,23.100000381469727,22.200000762939453,22.700000762939453,17.103891372680664,21000.0,MRPL.NS
1996-09-12,21.899999618530273,22.75,21.899999618530273,22.350000381469727,16.84017562866211,29000.0,MRPL.NS
1996-09-13,22.450000762939453,22.5,22.0,22.049999237060547,16.614133834838867,23800.0,MRPL.NS
1996-09-16,22.0,22.350000381469727,21.950000762939453,22.049999237060547,16.614133834838867,23800.0,MRPL.NS
1996-09-17,21.850000381469727,22.0,21.549999237060547,21.899999618530273,16.50111198425293,26700.0,MRPL.NS
1996-09-18,22.5,22.5,21.799999237060547,22.299999237060547,16.802499771118164,19500.0,MRPL.NS
1996-09-19,22.25,22.600000381469727,21.100000381469727,21.5,16.199724197387695,28900.0,MRPL.NS
1996-09-20,21.399999618530273,21.5,21.0,21.200000762939453,15.97368049621582,26300.0,MRPL.NS
1996-09-23,21.899999618530273,21.899999618530273,20.549999237060547,21.0,15.822981834411621,31800.0,MRPL.NS
1996-09-24,20.700000762939453,21.299999237060547,20.700000762939453,21.0,15.822981834411621,27800.0,MRPL.NS
1996-09-25,21.75,21.75,20.950000762939453,21.25,16.0113525390625,29100.0,MRPL.NS
1996-09-26,21.450000762939453,21.450000762939453,20.799999237060547,20.850000381469727,15.709961891174316,23200.0,MRPL.NS
1996-09-27,21.0,21.0,19.5,19.850000381469727,14.956486701965332,49400.0,MRPL.NS
1996-09-30,19.600000381469727,19.899999618530273,18.5,19.399999618530273,14.617422103881836,31600.0,MRPL.NS
1996-10-01,19.799999237060547,20.450000762939453,19.299999237060547,19.75,14.88113784790039,21500.0,MRPL.NS
1996-10-02,19.75,19.75,19.75,19.75,14.88113784790039,0.0,MRPL.NS
1996-10-03,19.549999237060547,19.700000762939453,19.0,19.149999618530273,14.429055213928223,43800.0,MRPL.NS
1996-10-04,19.0,19.350000381469727,18.850000381469727,19.25,14.504400253295898,30600.0,MRPL.NS
1996-10-07,19.0,19.399999618530273,17.899999618530273,18.0,13.562557220458984,70900.0,MRPL.NS
1996-10-08,17.5,17.899999618530273,16.75,17.200000762939453,12.959778785705566,57500.0,MRPL.NS
1996-10-09,17.5,18.0,17.0,18.0,13.562557220458984,28100.0,MRPL.NS
1996-10-10,18.5,19.25,18.149999618530273,19.0,14.316035270690918,43700.0,MRPL.NS
1996-10-11,19.200000762939453,19.5,18.399999618530273,19.0,14.316035270690918,101300.0,MRPL.NS
1996-10-14,17.75,17.799999237060547,17.700000762939453,17.700000762939453,13.33651351928711,36600.0,MRPL.NS
1996-10-15,17.049999237060547,17.200000762939453,16.75,16.950000762939453,12.771408081054688,98300.0,MRPL.NS
1996-10-16,16.5,17.0,16.5,16.850000381469727,12.696061134338379,87800.0,MRPL.NS
1996-10-17,16.549999237060547,17.0,16.399999618530273,16.700000762939453,12.583041191101074,66000.0,MRPL.NS
1996-10-18,17.0,17.5,16.799999237060547,16.899999618530273,12.733734130859375,63000.0,MRPL.NS
1996-10-21,16.899999618530273,16.899999618530273,16.899999618530273,16.899999618530273,12.733734130859375,0.0,MRPL.NS
1996-10-22,17.149999618530273,17.75,17.149999618530273,17.549999237060547,13.223493576049805,61900.0,MRPL.NS
1996-10-23,18.799999237060547,18.799999237060547,17.950000762939453,18.5,13.939294815063477,157300.0,MRPL.NS
1996-10-24,18.799999237060547,18.799999237060547,17.850000381469727,18.149999618530273,13.675580024719238,74000.0,MRPL.NS
1996-10-25,18.350000381469727,18.350000381469727,18.0,18.149999618530273,13.675580024719238,36400.0,MRPL.NS
1996-10-28,18.149999618530273,18.299999237060547,17.899999618530273,17.950000762939453,13.524883270263672,28800.0,MRPL.NS
1996-10-29,18.100000381469727,18.100000381469727,17.5,17.549999237060547,13.223493576049805,49300.0,MRPL.NS
1996-10-30,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,13.223493576049805,0.0,MRPL.NS
1996-10-31,17.899999618530273,18.0,17.5,18.0,13.562557220458984,24000.0,MRPL.NS
1996-11-01,18.0,18.149999618530273,17.899999618530273,18.049999237060547,13.60023021697998,13900.0,MRPL.NS
1996-11-04,18.0,18.100000381469727,17.75,17.799999237060547,13.411860466003418,18800.0,MRPL.NS
1996-11-05,17.899999618530273,17.899999618530273,17.100000381469727,17.299999237060547,13.035124778747559,43100.0,MRPL.NS
1996-11-06,17.0,17.75,17.0,17.549999237060547,13.223493576049805,14000.0,MRPL.NS
1996-11-07,17.5,17.75,17.5,17.600000381469727,13.261165618896484,7400.0,MRPL.NS
1996-11-08,17.649999618530273,18.0,17.649999618530273,17.899999618530273,13.487208366394043,10200.0,MRPL.NS
1996-11-11,17.549999237060547,18.25,17.549999237060547,18.0,13.562557220458984,11400.0,MRPL.NS
1996-11-12,18.0,18.0,18.0,18.0,13.562557220458984,0.0,MRPL.NS
1996-11-13,17.799999237060547,18.0,17.5,17.700000762939453,13.33651351928711,22900.0,MRPL.NS
1996-11-14,17.799999237060547,17.950000762939453,17.299999237060547,17.399999618530273,13.110471725463867,19100.0,MRPL.NS
1996-11-15,17.799999237060547,17.799999237060547,16.75,17.0,12.80908203125,39300.0,MRPL.NS
1996-11-18,17.0,17.299999237060547,17.0,17.200000762939453,12.959778785705566,21100.0,MRPL.NS
1996-11-19,17.25,17.5,16.75,17.25,12.99744987487793,34700.0,MRPL.NS
1996-11-20,16.899999618530273,17.25,16.75,16.799999237060547,12.658385276794434,21800.0,MRPL.NS
1996-11-21,17.100000381469727,17.200000762939453,16.700000762939453,17.149999618530273,12.922101974487305,20000.0,MRPL.NS
1996-11-22,17.0,17.0,16.75,16.950000762939453,12.771408081054688,13500.0,MRPL.NS
1996-11-25,16.75,17.0,16.25,16.899999618530273,12.733734130859375,13100.0,MRPL.NS
1996-11-26,17.0,17.0,16.600000381469727,16.700000762939453,12.583041191101074,21600.0,MRPL.NS
1996-11-27,16.5,16.600000381469727,16.25,16.450000762939453,12.394670486450195,13700.0,MRPL.NS
1996-11-28,16.5,16.75,16.200000762939453,16.399999618530273,12.3569974899292,16300.0,MRPL.NS
1996-11-29,16.100000381469727,16.5,16.100000381469727,16.25,12.243975639343262,27500.0,MRPL.NS
1996-12-02,16.5,16.75,16.25,16.450000762939453,12.394670486450195,36300.0,MRPL.NS
1996-12-03,16.350000381469727,16.399999618530273,16.0,16.25,12.243975639343262,44900.0,MRPL.NS
1996-12-04,16.450000762939453,16.5,16.049999237060547,16.399999618530273,12.3569974899292,41900.0,MRPL.NS
1996-12-05,16.299999237060547,16.600000381469727,16.0,16.450000762939453,12.394670486450195,48400.0,MRPL.NS
1996-12-06,16.5,16.850000381469727,16.0,16.5,12.432343482971191,44700.0,MRPL.NS
1996-12-09,16.700000762939453,16.700000762939453,16.350000381469727,16.5,12.432343482971191,30800.0,MRPL.NS
1996-12-10,16.399999618530273,16.5,16.25,16.399999618530273,12.3569974899292,42800.0,MRPL.NS
1996-12-11,16.5,16.899999618530273,16.399999618530273,16.75,12.620711326599121,41900.0,MRPL.NS
1996-12-12,17.399999618530273,17.399999618530273,16.75,16.950000762939453,12.771408081054688,39000.0,MRPL.NS
1996-12-13,16.600000381469727,16.899999618530273,16.549999237060547,16.850000381469727,12.696061134338379,25900.0,MRPL.NS
1996-12-16,17.5,18.0,16.75,17.950000762939453,13.524883270263672,35100.0,MRPL.NS
1996-12-17,17.75,18.399999618530273,17.75,18.25,13.75092601776123,33400.0,MRPL.NS
1996-12-18,18.5,18.950000762939453,18.100000381469727,18.350000381469727,13.826272964477539,56200.0,MRPL.NS
1996-12-19,18.450000762939453,19.0,18.149999618530273,18.799999237060547,14.1653413772583,34100.0,MRPL.NS
1996-12-20,19.399999618530273,20.149999618530273,19.149999618530273,20.149999618530273,15.182527542114258,62800.0,MRPL.NS
1996-12-23,20.950000762939453,21.5,20.149999618530273,20.799999237060547,15.672287940979004,78200.0,MRPL.NS
1996-12-24,20.75,21.0,20.049999237060547,20.450000762939453,15.4085693359375,75200.0,MRPL.NS
1996-12-25,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453,15.4085693359375,0.0,MRPL.NS
1996-12-26,20.950000762939453,21.799999237060547,20.950000762939453,21.5,16.199724197387695,141000.0,MRPL.NS
